Customer_ID,cluster,pca1,pca2,recency_days,num_orders,total_amount,total_items,avg_order_value,unique_products
12409,0,4.290959477049327,2.455974410283978,79,7,23419.29,13143,3345.612857142857,177
12410,3,-0.25768686777657057,0.5791684898192774,309,3,1013.71,341,337.90333333333336,36
12411,3,-1.5823886371553846,1.0689186585835393,410,1,346.9,138,346.9,22
12412,0,1.6558251920139646,0.12389632097670264,75,6,2596.93,1997,432.82166666666666,82
12413,2,0.0840141115479395,-0.4877236072775834,67,4,999.45,319,249.8625,41
12414,2,-0.2654126846341556,-0.7023721948792971,217,6,952.41,495,158.73499999999999,21
12415,0,6.336854311260838,2.1347303780954685,25,23,87600.29,69382,3808.708260869565,470
12416,3,-2.6095765943206195,1.1244150267657853,657,1,202.56,132,202.56,11
12417,0,3.099242299339436,-0.7172409026168037,3,20,6816.91,2890,340.8455,270
12418,2,1.2484584036141895,0.4943692110652336,113,4,2021.2,1088,505.3,90
12419,3,-1.1738850674662729,0.5375141386269665,386,2,503.01,231,251.505,23
12420,2,-0.2668522824642278,0.7998095940459551,64,1,600.39,345,600.39,29
12421,2,0.4752647341163025,-1.0546453570771634,16,6,1098.6,652,183.1,44
12422,0,2.2846876806052374,-0.6040964897366098,96,15,4173.35,2594,278.22333333333336,136
12423,0,1.8950979651259103,-0.79838223370791,1,10,2622.39,1793,262.239,128
12424,0,1.654332784756654,1.5065125717815668,163,3,3034.03,1953,1011.3433333333334,78
12425,2,1.2306869046703337,1.1933755652239317,78,2,1741.41,1147,870.705,87
12426,2,0.581498317304454,1.1821958580229712,195,2,1345.21,584,672.605,73
12427,2,0.3095116411711588,-0.04699640513088993,22,3,1129.3,612,376.43333333333334,26
12428,0,3.107773310468534,0.7261288390162778,26,8,7005.26,3524,875.6575,257
12429,0,2.911817788452911,0.7350574205854064,9,8,7485.91,3344,935.73875,124
12430,1,-1.5877875080940256,-0.2713703019069228,43,1,256.4,117,256.4,11
12431,0,3.400734011757832,-0.5317055769093754,60,26,9838.93,4093,378.42038461538465,244
12432,0,2.184191631756888,1.18412322013955,43,4,4359.32,1800,1089.83,106
12433,0,4.553347539748329,1.6114786447785752,1,10,20581.26,17116,2058.1259999999997,285
12434,2,0.45759474760730234,0.10718832645409002,85,3,1103.43,532,367.81,62
12435,0,2.8915066973354886,1.8365438451946543,80,5,9261.380000000001,4049,1852.2760000000003,80
12436,2,-0.8076138050553626,0.6754213856655498,100,1,509.01,211,509.01,16
12437,0,3.9609097822648187,-0.9705007836815869,2,39,12683.4,8000,325.2153846153846,273
12438,2,1.6349700424217393,1.4579984931864032,14,2,2586.85,1172,1293.425,84
12439,3,-0.31009636025881226,2.3156112442988155,683,2,1158.18,484,579.09,69
12440,3,-0.767915586221264,1.347957589480202,462,2,859.2,331,429.6,21
12441,3,-1.5744457091865067,0.970903710432138,367,1,347.1,242,347.1,11
12442,1,-1.6837693331393597,-0.7905285097452848,3,1,172.06,182,172.06,12
12443,3,-1.6972009872856462,2.3166564890738157,732,1,485.31,182,485.31,21
12444,0,2.216746287053193,0.8694623263678491,21,5,4685.46,1145,937.092,138
12445,2,-0.7963891491210203,-0.6044053592003347,22,2,434.98,206,217.49,24
12446,2,0.39373646208545493,1.3632283249141335,58,1,1002.3100000000001,351,1002.3100000000001,57
12447,3,-0.9325528085170554,0.9908124904775338,243,1,476.49,190,476.49,26
12448,2,-0.6766363234032654,0.40247566762622855,44,1,449.45,243,449.45,22
12449,0,2.422281678890744,0.6824350457348207,22,6,4835.89,2282,805.9816666666667,125
12450,2,-0.3410437043140914,-0.9608434976705402,156,5,688.2,442,137.64000000000001,31
12451,0,4.027750159398922,1.3993451517106095,11,8,12669.88,9359,1583.735,352
12452,2,-0.8767487582027257,-0.6376714012999429,17,2,430.57,185,215.285,21
12453,2,0.0013114470601664234,1.1934051318856622,134,1,707.09,473,707.09,43
12454,2,0.4501253332870622,1.2043744571014492,56,2,1996.44,581,998.22,11
12455,0,2.738106915870381,0.2578420932680195,73,10,5529.55,3270,552.955,198
12456,0,1.9086816247096108,1.2357317047780338,44,3,3181.04,1633,1060.3466666666666,105
12457,0,1.5014529225505155,-0.196087678503069,66,8,2995.91,1094,374.48875,63
12458,2,1.0902612234019164,0.22977288981567667,71,4,1777.49,986,444.3725,71
12459,3,-1.4291764917359877,1.9243276006303025,605,1,454.36,258,454.36,23
12460,3,-1.6979953482201522,1.1335587857813791,456,1,326.65,170,326.65,18
12461,2,-0.1475839787351049,0.3208820497590985,94,2,826.88,287,413.44,35
12462,2,0.5796953799909744,0.562132100542618,19,2,1189.59,536,594.795,51
12463,2,0.7843823227957042,-0.14045093636360512,53,4,1344.78,776,336.195,65
12464,2,-0.6522871839736092,-1.5131531032813335,10,8,1212.05,112,151.50625,6
12465,2,0.1311536775238094,0.02930359738102523,17,2,742.1899999999999,479,371.09499999999997,46
12466,1,-5.628305256822354,-0.46818293241817155,682,1,56.73,1,56.73,1
12467,1,-2.6882366408045346,0.02850333675488608,423,1,132.8,129,132.8,9
12468,0,1.9611937759084617,1.0831136425036973,188,5,3670.74,2201,734.1479999999999,127
12469,3,1.1459015562900943,2.9139490628670637,523,2,2710.54,2456,1355.27,75
12470,3,-2.4776304959848874,1.2596963130048568,690,1,211.95,95,211.95,23
12471,0,5.001665890943037,-0.8565710283913829,2,77,34154.59,16365,443.56610389610387,255
12472,0,4.403160702199411,0.5814974277282533,32,19,17880.59,11350,941.0836842105264,397
12473,0,2.081155258449552,0.4290406000998651,29,5,2965.15,2437,593.03,140
12474,0,4.015384706514297,-0.6057455148071411,17,31,12424.45,7954,400.7887096774194,369
12475,2,0.6375873786716866,0.639699177320958,54,2,1149.64,771,574.82,54
12476,0,3.98551974861652,-0.045089119760204015,16,23,14115.41,5645,613.7134782608696,358
12477,0,4.155917015196163,1.7112915200856655,23,9,19580.37,5927,2175.5966666666664,295
12478,2,-0.12600002958940412,0.7611100433513212,4,1,680.99,236,680.99,36
12479,2,-0.23881825894546208,0.521903288160563,11,1,527.2,385,527.2,31
12480,0,2.55682214783905,0.48705764396623014,28,7,4830.05,2460,690.0071428571429,176
12481,0,3.778350332567618,0.5382021582807819,23,14,12055.39,7252,861.0992857142857,248
12482,0,3.257135287903499,1.8247345454122188,576,25,21261.72,26640,850.4688000000001,41
12483,0,2.271197859784956,-0.9638065873452496,17,19,5120.58,2172,269.5042105263158,68
12484,0,3.092704425569114,0.050914193359073136,33,12,6370.15,3271,530.8458333333333,329
12485,3,-0.6808132878589899,2.242858241101733,529,1,708.1,414,708.1,34
12486,3,-0.035242449900212566,2.423536950969252,432,1,1037.28,523,1037.28,49
12487,3,-2.843793320399328,1.68430778210823,731,1,285.29999999999995,174,285.29999999999995,2
12488,2,0.5894362867585452,0.07845030990499176,10,3,1298.66,529,432.8866666666667,46
12489,3,-1.7203732254213058,0.8089161684789247,336,1,334.93,105,334.93,15
12490,0,3.5046618486794756,-0.34959761025430564,5,21,9823.64,5906,467.79238095238094,195
12491,2,-0.5853379366244893,0.42190138167636376,39,1,460.40000000000003,260,460.40000000000003,25
12492,2,-0.08744647291903127,-0.44870852064798084,63,3,715.21,444,238.40333333333334,38
12493,2,-1.0631145128183213,-0.224551425092636,166,2,433.74,207,216.87,20
12494,2,1.259944703256966,-1.0168486272572297,16,9,1872.8700000000001,988,208.0966666666667,83
12495,3,-1.9915908148577133,1.7131312509586871,641,1,357.4,130,357.4,17
12496,1,-4.169912517932573,-1.381407083452206,620,2,54.09,33,27.045,10
12497,0,2.2488315402706203,1.930881877563764,82,3,5265.3,4805,1755.1000000000001,38
12498,2,-1.0148968382086698,-1.2574018666256117,21,3,403.70000000000005,159,134.5666666666667,21
12499,3,-1.376244307979999,1.6579564248347924,560,1,393.72,302,393.72,27
12500,0,2.519648064328588,-0.874566259902183,23,19,5331.21,3317,280.59,88
12501,3,1.4724002285019053,3.07286638508337,337,1,2169.39,1783,2169.39,149
12502,0,1.7131944203166036,0.7929063171988601,96,5,3723.87,820,744.774,102
12503,1,-4.37075205528602,0.7977274157404746,584,1,230.0,1,230.0,1
12504,2,-0.37663509660939337,-0.899900834462469,18,4,779.05,458,194.7625,11
12505,3,-0.274068796636294,2.241398449254984,409,1,955.2,324,955.2,42
12506,1,-3.11677239630611,-1.201360192661836,233,1,73.5,23,73.5,23
12507,2,0.9560474649891035,0.4434431264474606,134,4,1844.06,1256,461.015,46
12508,2,-0.48675009100803945,-0.6569984803883097,26,2,398.27,272,199.135,57
12509,1,-2.609452885320732,-0.08420715665216615,284,1,176.5,55,176.5,7
12510,0,1.9108175049255618,0.4982610908728296,143,7,3767.03,2047,538.1471428571429,93
12511,3,1.7059535559978622,3.7118084673712413,429,1,3084.02,1753,3084.02,190
12512,1,-1.9218197945943436,-1.7762462233924283,66,2,138.03,99,69.015,31
12513,2,-0.1634669447458025,0.9729309953938313,113,1,612.29,462,612.29,35
12514,2,0.7473086186669142,1.585775409772128,267,2,1597.76,840,798.88,76
12515,3,-1.5440349993681357,1.0174235978768544,353,1,383.7,131,383.7,16
12516,2,1.4888801422911098,0.7173143725229424,78,4,2648.62,1952,662.155,49
12517,0,1.9417147529341134,0.21892400058066455,28,5,2502.84,1371,500.56800000000004,232
12518,2,1.4518885371045638,-0.09340486586537403,1,5,2056.89,1318,411.378,84
12519,2,-0.11817727577581377,0.1150353104259806,64,2,726.54,395,363.27,34
12520,0,1.6965879664070764,0.40082442972758353,79,5,2634.26,1439,526.8520000000001,121
12521,2,-0.32162747466537994,1.010143822965396,143,1,599.68,309,599.68,38
12522,1,-1.752765810805231,-1.469384641894905,39,2,192.72,194,96.36,11
12523,0,2.498553055362575,-1.390940400020134,19,23,4372.15,2275,190.09347826086955,176
12524,0,3.507954186190655,0.03874321137833041,9,17,10391.71,6890,611.2770588235294,157
12525,3,-0.2780407723263896,1.0735655961696993,498,3,973.73,509,324.57666666666665,56
12526,2,0.7845775225926026,0.08623648888387866,1,3,1316.66,632,438.8866666666667,64
12527,2,-0.18790777418953983,-1.0807268306207551,82,5,735.51,526,147.102,26
12528,2,1.031266978420364,-0.4417451862409438,9,6,1933.48,756,322.24666666666667,50
12529,3,-1.7351324937664878,1.3018765866894224,528,1,316.48,192,316.48,21
12530,0,2.122316177996777,-0.07467715063132009,60,9,3759.26,2713,417.6955555555556,94
12531,2,1.5264500649128796,1.1459290305646144,15,2,1933.2,1119,966.6,126
12532,2,-1.1115848878465902,0.057394814906203705,30,1,349.83000000000004,153,349.83000000000004,16
12533,3,-0.011159061444761333,2.36990542153018,628,2,1367.89,704,683.945,63
12534,2,0.5876721095093286,1.686840120296468,131,1,1089.18,651,1089.18,63
12535,2,-0.42236894201645414,0.13817218407435625,92,2,716.35,219,358.175,28
12536,0,2.7526720684124593,3.1124234826998562,59,1,4279.71,2801,4279.71,259
12537,3,-0.37609831030298496,1.9681574192055322,409,1,732.94,449,732.94,43
12538,2,-0.23152588014211328,-0.12709725644363573,29,2,640.45,336,320.225,33
12539,0,3.5972299867465662,1.4423064665116603,22,7,11214.75,4535,1602.107142857143,276
12540,0,4.57278817746508,-0.031950074494175244,20,33,22254.49,11019,674.3784848484848,354
12541,2,0.4148807672156523,-0.16235456538990062,30,3,981.18,680,327.06,46
12542,3,-0.9083657608189093,0.8092712819967214,484,2,481.88,522,240.94,39
12543,3,-0.06198664065212168,2.41652768141217,448,1,980.25,688,980.25,43
12544,2,-1.0486281247133244,0.14018829010572442,36,1,372.7,136,372.7,19
12545,2,0.28561399438767243,0.516322215461118,75,2,1000.39,523,500.195,42
12546,2,0.6241596439985215,0.6232260037381263,47,2,1161.5,633,580.75,59
12547,1,-1.2572929897364686,-0.8115855890471079,198,3,383.58,309,127.86,13
12548,1,-3.0742651060708774,-1.0887742812554937,166,1,95.19999999999999,49,95.19999999999999,5
12549,3,0.15509874670099183,0.8819537314947402,576,6,1575.68,1366,262.61333333333334,38
12550,2,0.486150047350558,1.4041977486652122,79,1,964.83,569,964.83,57
12551,1,-2.453954912629272,0.0997028329497369,358,1,168.0,100,168.0,10
12552,2,-1.1448283267763457,-0.601956070690458,39,2,437.82,88,218.91,20
12553,0,2.3696171173064076,-0.4148621575794116,8,12,4608.75,2325,384.0625,109
12554,3,-1.1644424785973644,1.5379220012891694,449,1,468.5,240,468.5,26
12555,1,-4.9720224223661145,0.42882519147031345,682,1,129.23,1,129.23,1
12556,2,0.09725115527894397,-0.10867240875645556,50,2,603.71,358,301.855,100
12557,0,1.7129663744903747,0.6222203212398552,16,6,4799.26,2822,799.8766666666667,13
12558,2,-1.3341763815084544,-0.28043106957263514,8,1,269.96,196,269.96,11
12559,3,-0.9454791796021788,0.4667540503803854,311,2,561.71,283,280.855,21
12560,2,1.469595006803805,0.6670395958674823,5,3,2134.01,1110,711.3366666666667,91
12561,3,-1.7594448014661705,0.37878514211697367,303,1,238.85,177,238.85,16
12562,0,2.436459528175333,0.08779219995256314,8,9,4966.92,2327,551.88,113
12563,3,-2.0856890955722234,0.68127139996391,409,1,249.24,113,249.24,13
12564,3,-1.1769070885375703,0.9689603613386675,261,1,456.9,133,456.9,21
12565,1,-2.5728779713091825,-0.25409658294721266,289,1,145.92,80,145.92,9
12566,2,-0.9558071670959396,0.24705536112317691,86,1,351.65,265,351.65,19
12567,0,3.9653415393848523,0.5770744022311164,23,15,13709.86,6086,913.9906666666667,365
12568,1,-4.004766208474426,-0.1392027658425297,645,1,70.0,48,70.0,5
12569,0,2.1870237516527804,-1.9198734063671918,2,30,4124.69,1801,137.48966666666666,92
12570,1,-5.38017880111876,-0.12904341080903062,682,1,77.52,1,77.52,1
12571,2,-0.29681721430315816,-0.30431183076932067,40,2,519.61,523,259.805,31
12572,2,0.4297230803908291,0.35788733354754926,9,2,1020.42,452,510.21,53
12573,2,0.04840881106588993,-0.6940670466073706,227,5,717.41,479,143.482,107
12574,1,-2.307623278107574,0.2499732911762936,316,1,218.45,61,218.45,11
12575,3,-0.8708738104977555,0.9880211518533452,457,2,622.8199999999999,315,311.40999999999997,34
12576,0,1.582321446387449,-0.7858089376161352,36,9,2142.72,1494,238.07999999999998,114
12577,0,1.592654030935286,-0.8969833028787265,35,8,1653.75,1197,206.71875,259
12578,0,2.474442958416348,1.2170944528674472,21,4,4642.45,2380,1160.6125,149
12579,2,-0.5965852788745398,0.485898976802791,78,1,440.42,285,440.42,29
12580,2,0.18381246278631114,1.043417345021102,247,2,1052.9,569,526.45,52
12581,1,-1.5897727793931915,-0.5410711435126193,40,1,197.71,161,197.71,15
12582,2,1.0140087563788591,0.8041427301063477,239,4,1980.4,985,495.1,88
12583,0,3.848861489789804,-0.2863441203871953,3,27,14447.44,8984,535.0903703703704,141
12584,2,0.9602445434054947,-0.8665036099736555,4,9,2338.15,416,259.7944444444445,44
12585,2,1.128889493932627,1.7898369333032929,234,2,2040.1,1279,1020.05,77
12586,2,1.2226178262641256,0.23174718697942745,17,4,2062.67,687,515.6675,82
12587,1,-2.571480047500434,-1.0622007984803628,8,1,144.0,51,144.0,4
12588,2,0.09416561405473825,-0.5969353819591924,39,4,958.78,438,239.695,31
12589,0,2.086939802254317,0.15172817788564766,29,7,3639.91,1763,519.9871428571429,120
12590,0,2.7383230237284253,4.319677610253499,211,1,8951.26,3682,8951.26,66
12591,2,0.37431143950692,0.9670776128324474,317,3,1352.15,677,450.7166666666667,63
12592,2,1.1127908380367697,0.3643258741142447,92,4,1867.6399999999999,1874,466.90999999999997,41
12593,2,-1.1656168215940605,-0.9769044011777882,109,3,418.09999999999997,206,139.36666666666665,14
12594,0,2.3521938246336496,-0.5497868226169932,38,15,5090.110000000001,2768,339.3406666666667,78
12595,3,-1.6731128554756813,1.194642283260555,505,1,299.02,271,299.02,19
12596,2,-0.2773147392726087,-0.0936554433951416,51,2,618.27,474,309.135,25
12597,0,2.372789232801459,0.9954732835278174,19,4,3811.22,2236,952.805,184
12598,0,2.483998042024676,-0.2842229848860731,10,11,4534.09,2906,412.19,130
12599,0,1.4685832557170029,-1.2619168208534093,29,13,2296.72,2189,176.67076923076922,47
12600,0,2.023457039918258,-1.1247548926801945,29,21,5043.92,1414,240.18666666666667,53
12601,2,-0.6199829111361919,-1.1683171883907746,190,6,681.26,290,113.54333333333334,24
12602,1,-1.893374119691142,-0.7744126754524974,59,1,153.12,162,153.12,12
12603,1,-3.616887424527012,-1.2938024899976013,22,1,126.0,7,126.0,1
12604,1,-1.4745503271274922,-1.0513200717075626,79,2,254.18,201,127.09,15
12605,3,0.3026946221187656,0.6402632203533893,376,4,1232.95,929,308.2375,63
12606,1,-6.406570935912569,-1.5319173469651095,682,1,21.0,1,21.0,1
12607,2,1.3542815989810617,1.950827588793822,60,1,1579.51,1228,1579.51,101
12608,3,-1.2682826632514772,1.2948558312169232,405,1,415.79,323,415.79,16
12609,0,1.958676164919502,-0.14929902593415778,78,9,3435.86,1553,381.76222222222225,129
12610,2,1.3690270207883986,-0.0241084632324359,23,5,2099.54,1049,419.908,85
12611,2,0.8671767753915578,1.5905021028029591,52,1,1193.32,846,1193.32,65
12612,2,-0.38351859142033806,0.9780930930480429,74,1,704.0400000000001,262,704.0400000000001,19
12613,0,3.042135790144147,0.4636323979861231,57,10,6835.07,4163,683.507,218
12614,3,-1.690934144648864,0.5761450166452877,278,1,315.6,76,315.6,20
12615,0,2.870100864095351,0.4335760440609522,2,8,5740.98,3317,717.6225,198
12616,2,0.21318574927205072,0.14366703293692307,95,3,1131.1,498,377.0333333333333,32
12617,2,-0.6894142432795924,0.10910659031956445,29,1,355.53,213,355.53,39
12618,1,-1.9163331581056462,-0.743321995298536,22,1,177.31,96,177.31,11
12619,0,1.9903425341992425,-0.3034404639072208,16,9,3391.7,3517,376.85555555555555,54
12620,2,1.0920047919834381,0.18413166990958066,15,3,1339.41,1181,446.47,89
12621,0,4.7004304020668775,-0.0894997146240251,2,35,23685.01,13269,676.7145714285714,344
12622,1,-2.3049936346301787,-0.1805691419557586,232,1,180.1,69,180.1,11
12623,0,1.7714308560925565,0.8514928996344578,276,7,3747.84,1971,535.4057142857143,112
12624,2,-0.292452105181161,0.08558359132220572,106,2,641.13,355,320.565,36
12625,0,2.3821309711316143,1.8646554563975726,212,4,5164.88,3309,1291.22,144
12626,0,3.02539460518511,0.48163376831371857,23,9,6620.48,3453,735.6088888888888,232
12627,0,2.526373923731843,0.36263845816427454,11,7,4478.53,2752,639.79,162
12628,2,0.03705969668588027,-0.5045937971923471,4,3,786.46,448,262.15333333333336,34
12629,3,0.287003625274502,1.8556197226730657,386,2,1558.22,722,779.11,40
12630,2,0.709319456506265,0.6154119595280254,10,2,1270.88,548,635.44,60
12631,0,2.0128893904501663,0.174701942706285,57,7,3481.57,1607,497.3671428571429,131
12632,3,-0.526035095365643,1.483971031818855,521,2,804.88,694,402.44,32
12633,0,2.8091218385009564,0.7683501379138479,59,7,5678.16,3238,811.1657142857142,220
12634,3,-1.3355808059554697,0.9291956488060602,536,2,490.0,337,245.0,20
12635,0,1.965266168402608,0.8858802597107086,90,4,2930.41,1949,732.6025,159
12636,1,-4.9830273986440226,0.677213612201547,739,1,141.0,1,141.0,1
12637,0,3.311017639477742,0.33407842408344607,67,13,8340.31,4284,641.5623076923076,295
12638,2,0.39310257943187327,0.32863172390132767,33,2,921.49,663,460.745,47
12639,2,0.40970858192277804,0.719244230690328,239,3,1312.37,631,437.45666666666665,58
12640,2,0.32809870750753706,-0.02321565870985846,24,3,1174.58,311,391.52666666666664,47
12641,1,-2.1312365632339323,-0.4593947623736065,115,1,185.9,72,185.9,10
12642,2,0.3246443881584678,-0.15536899888350672,25,3,1013.26,552,337.75333333333333,39
12643,0,1.6573600264019623,-0.007853232094686574,128,12,5096.82,3265,424.73499999999996,13
12644,2,1.2230238172267553,0.4831884048106332,130,4,1918.49,1032,479.6225,106
12645,0,2.091519342004673,-0.22069817783400753,34,9,3539.3,2125,393.2555555555556,111
12646,2,0.8035234375305264,0.6860988059060417,5,2,1346.97,897,673.485,43
12647,0,4.071954644874271,-0.4246484757951277,22,35,17353.0,6585,495.8,240
12648,2,0.17224992783560458,-0.10922899389388842,155,4,1112.0,518,278.0,38
12649,0,1.5533334679445914,-0.33858793895166983,107,8,2294.65,1959,286.83125,94
12650,2,-0.9241950638161155,-0.09993755197072572,3,1,314.44,254,314.44,20
12651,1,-1.2435865416040617,-0.8511113967460289,335,4,377.75,265,94.4375,30
12652,3,0.011138506438441888,1.227020212710516,331,2,1017.03,536,508.515,51
12653,0,1.7951420707137093,1.7100755171976934,149,3,3810.43,1649,1270.1433333333332,76
12654,2,-0.4059227034603872,-1.5248631136617066,11,5,601.98,264,120.396,31
12655,3,-2.108396750720731,0.7589821814534137,424,1,261.35,80,261.35,16
12656,0,2.8448397265483485,0.5839024373582976,17,8,6407.83,2860,800.97875,174
12657,2,0.8843906555000227,-0.02952005295182622,11,4,1643.18,1044,410.795,35
12658,2,-0.04506561966340674,0.8262531126356871,19,1,686.05,320,686.05,36
12659,1,-2.673179056369163,-1.4534462824348056,30,1,91.68,105,91.68,5
12660,2,-1.4981800984632494,-0.39894101433047147,11,1,245.1,127,245.1,13
12661,1,-2.3202468404081604,0.3132530918934956,436,1,162.0,216,162.0,11
12662,0,3.011950854671585,-0.694373037078887,1,20,6988.02,3581,349.401,163
12663,1,-2.496325510895362,0.3326703703133316,625,2,239.4,181,119.7,9
12664,0,1.6328137390960644,-0.058688099699952846,8,11,6070.04,1495,551.8218181818182,10
12665,1,-1.7969675336165676,-0.7254439496974135,325,3,313.6,165,104.53333333333335,13
12666,3,-0.09980116483482326,2.496975308367287,394,1,1248.42,370,1248.42,31
12667,2,-0.14509905790027616,0.8294645438134858,58,1,620.13,395,620.13,33
12668,0,3.6527239459836442,0.7864228653777553,12,11,11444.68,5076,1040.4254545454546,263
12669,2,1.0917338722033612,1.302052202275057,151,2,1607.73,1114,803.865,97
12670,0,1.9305832857260072,0.12090973189495555,10,7,3760.29,1627,537.1842857142857,71
12671,3,0.7615603426740964,3.967355506200691,606,1,2622.481,1460,2622.481,45
12672,3,-1.3850996121388481,0.20369242917248534,330,2,437.05,138,218.525,22
12673,2,0.7776282528942119,0.029006513185375515,5,3,1230.02,700,410.00666666666666,68
12674,2,1.1541216945841393,0.2584164158016011,39,4,1970.6,1133,492.65,52
12675,3,-0.22755602942255035,1.7513451138667246,554,2,958.5,337,479.25,111
12676,0,1.714143923666626,-0.7956448881144499,25,11,2843.09,1867,258.4627272727273,67
